junctionid,vehicleid,turn,priority,arrivaltime,departuretime,delay
SimcoeRosslandJunction,veh_850,right,1,686000000000,760000000000,74.0
SimcoeRosslandJunction,veh_852,left,1,720000000000,1040000000000,320.0
SimcoeRosslandJunction,veh_854,right,1,1070000000000,1309000000000,239.0
SimcoeRosslandJunction,veh_857,straight,1,1073000000000,2703000000000,1630.0
SimcoeRosslandJunction,veh_858,straight,1,1046000000000,1268000000000,222.0
SimcoeRosslandJunction,veh_86,right,1,164000000000,216000000000,52.0
SimcoeRosslandJunction,veh_862,straight,1,670000000000,976000000000,306.0
SimcoeRosslandJunction,veh_866,left,1,472000000000,1320000000000,848.0
SimcoeRosslandJunction,veh_869,straight,1,478000000000,713000000000,235.0
SimcoeRosslandJunction,veh_870,left,1,594000000000,2758000000000,2164.0
SimcoeRosslandJunction,veh_871,right,1,597000000000,867000000000,270.0
SimcoeRosslandJunction,veh_874,straight,1,163000000000,519000000000,356.0
SimcoeRosslandJunction,veh_875,right,1,164000000000,508000000000,344.0
SimcoeRosslandJunction,veh_876,left,1,166000000000,500000000000,334.0
SimcoeRosslandJunction,veh_877,straight,1,168000000000,552000000000,384.0
SimcoeRosslandJunction,veh_878,right,1,236000000000,580000000000,344.0
SimcoeRosslandJunction,veh_879,right,1,238000000000,586000000000,348.0
SimcoeRosslandJunction,veh_880,left,1,239000000000,633000000000,394.0
SimcoeRosslandJunction,veh_881,straight,1,241000000000,813000000000,572.0
SimcoeRosslandJunction,veh_882,right,1,783000000000,850000000000,67.0
SimcoeRosslandJunction,veh_884,left,1,792000000000,1058000000000,266.0
SimcoeRosslandJunction,veh_886,right,1,1080000000000,1316000000000,236.0
SimcoeRosslandJunction,veh_889,straight,1,1082000000000,2709000000000,1627.0
SimcoeRosslandJunction,veh_89,straight,1,164000000000,219000000000,55.0
SimcoeRosslandJunction,veh_890,straight,1,748000000000,806000000000,58.0
SimcoeRosslandJunction,veh_894,straight,1,677000000000,967000000000,290.0
SimcoeRosslandJunction,veh_898,left,1,481000000000,1328000000000,847.0
SimcoeRosslandJunction,veh_9,straight,1,2000000000,68000000000,66.0
SimcoeRosslandJunction,veh_90,straight,1,134000000000,210000000000,76.0
SimcoeRosslandJunction,veh_901,straight,1,490000000000,815000000000,325.0
SimcoeRosslandJunction,veh_902,left,1,603000000000,2765000000000,2162.0
SimcoeRosslandJunction,veh_903,right,1,606000000000,874000000000,268.0
SimcoeRosslandJunction,veh_906,straight,1,170000000000,554000000000,384.0
SimcoeRosslandJunction,veh_907,right,1,173000000000,515000000000,342.0
SimcoeRosslandJunction,veh_908,left,1,175000000000,569000000000,394.0
SimcoeRosslandJunction,veh_909,straight,1,177000000000,561000000000,384.0
SimcoeRosslandJunction,veh_910,right,1,244000000000,588000000000,344.0
SimcoeRosslandJunction,veh_911,right,1,246000000000,596000000000,350.0
SimcoeRosslandJunction,veh_912,left,1,248000000000,634000000000,386.0
SimcoeRosslandJunction,veh_913,straight,1,250000000000,814000000000,564.0
SimcoeRosslandJunction,veh_914,right,1,801000000000,900000000000,99.0
SimcoeRosslandJunction,veh_916,left,1,810000000000,1066000000000,256.0
SimcoeRosslandJunction,veh_918,right,1,893000000000,984000000000,91.0
SimcoeRosslandJunction,veh_921,straight,1,1089000000000,2713000000000,1624.0
SimcoeRosslandJunction,veh_922,straight,1,1055000000000,2702000000000,1647.0
SimcoeRosslandJunction,veh_926,straight,1,678000000000,1085000000000,407.0
SimcoeRosslandJunction,veh_930,left,1,488000000000,1330000000000,842.0
SimcoeRosslandJunction,veh_933,straight,1,490000000000,715000000000,225.0
SimcoeRosslandJunction,veh_934,left,1,648000000000,2853000000000,2205.0
SimcoeRosslandJunction,veh_935,right,1,651000000000,892000000000,241.0
SimcoeRosslandJunction,veh_938,straight,1,180000000000,518000000000,338.0
SimcoeRosslandJunction,veh_939,right,1,182000000000,522000000000,340.0
SimcoeRosslandJunction,veh_94,left,1,153000000000,245000000000,92.0
SimcoeRosslandJunction,veh_940,left,1,184000000000,572000000000,388.0
SimcoeRosslandJunction,veh_941,straight,1,186000000000,552000000000,366.0
SimcoeRosslandJunction,veh_942,right,1,253000000000,597000000000,344.0
SimcoeRosslandJunction,veh_943,right,1,257000000000,639000000000,382.0
SimcoeRosslandJunction,veh_944,left,1,260000000000,758000000000,498.0
SimcoeRosslandJunction,veh_945,straight,1,264000000000,822000000000,558.0
SimcoeRosslandJunction,veh_946,right,1,819000000000,910000000000,91.0
SimcoeRosslandJunction,veh_948,left,1,864000000000,1354000000000,490.0
SimcoeRosslandJunction,veh_950,right,1,1091000000000,1328000000000,237.0
SimcoeRosslandJunction,veh_953,straight,1,1143000000000,2704000000000,1561.0
SimcoeRosslandJunction,veh_954,straight,1,836000000000,904000000000,68.0
SimcoeRosslandJunction,veh_958,straight,1,776000000000,1084000000000,308.0
SimcoeRosslandJunction,veh_962,left,1,524000000000,2686000000000,2162.0
SimcoeRosslandJunction,veh_965,straight,1,534000000000,825000000000,291.0
SimcoeRosslandJunction,veh_966,left,1,657000000000,2875000000000,2218.0
SimcoeRosslandJunction,veh_967,right,1,660000000000,894000000000,234.0
SimcoeRosslandJunction,veh_970,straight,1,187000000000,563000000000,376.0
SimcoeRosslandJunction,veh_971,right,1,188000000000,552000000000,364.0
SimcoeRosslandJunction,veh_972,left,1,189000000000,579000000000,390.0
SimcoeRosslandJunction,veh_973,straight,1,190000000000,608000000000,418.0
SimcoeRosslandJunction,veh_974,right,1,266000000000,642000000000,376.0
SimcoeRosslandJunction,veh_975,right,1,268000000000,648000000000,380.0
SimcoeRosslandJunction,veh_976,left,1,270000000000,760000000000,490.0
SimcoeRosslandJunction,veh_977,straight,1,272000000000,824000000000,552.0
SimcoeRosslandJunction,veh_978,right,1,910000000000,1108000000000,198.0
SimcoeRosslandJunction,veh_98,left,1,71000000000,132000000000,61.0
SimcoeRosslandJunction,veh_980,left,1,389000000000,722000000000,333.0
SimcoeRosslandJunction,veh_982,right,1,1145000000000,2707000000000,1562.0
SimcoeRosslandJunction,veh_985,straight,1,1152000000000,2712000000000,1560.0
SimcoeRosslandJunction,veh_986,straight,1,838000000000,906000000000,68.0
SimcoeRosslandJunction,veh_990,straight,1,778000000000,1131000000000,353.0
SimcoeRosslandJunction,veh_994,left,1,533000000000,2694000000000,2161.0
SimcoeRosslandJunction,veh_997,straight,1,562000000000,966000000000,404.0
SimcoeRosslandJunction,veh_998,left,1,702000000000,2891000000000,2189.0
SimcoeRosslandJunction,veh_999,right,1,705000000000,976000000000,271.0
SimcoeTauntonJunction,veh_1000,left,1,246000000000,774000000000,528.0
SimcoeTauntonJunction,veh_1001,straight,1,248000000000,792000000000,544.0
SimcoeTauntonJunction,veh_1004,straight,1,593000000000,685000000000,92.0
SimcoeTauntonJunction,veh_1009,straight,1,897000000000,999000000000,102.0
SimcoeTauntonJunction,veh_1010,straight,1,1165000000000,2338000000000,1173.0
SimcoeTauntonJunction,veh_1014,straight,1,1270000000000,2599000000000,1329.0
SimcoeTauntonJunction,veh_102,right,1,23000000000,83000000000,60.0
SimcoeTauntonJunction,veh_1021,straight,1,579000000000,1635000000000,1056.0
SimcoeTauntonJunction,veh_1023,right,1,559000000000,971000000000,412.0
SimcoeTauntonJunction,veh_1025,straight,1,561000000000,1665000000000,1104.0
SimcoeTauntonJunction,veh_103,right,1,25000000000,85000000000,60.0
SimcoeTauntonJunction,veh_1030,right,1,249000000000,699000000000,450.0
SimcoeTauntonJunction,veh_1031,right,1,250000000000,702000000000,452.0
SimcoeTauntonJunction,veh_1032,left,1,252000000000,854000000000,602.0
SimcoeTauntonJunction,veh_1033,straight,1,253000000000,793000000000,540.0
SimcoeTauntonJunction,veh_1036,straight,1,653000000000,755000000000,102.0
SimcoeTauntonJunction,veh_104,left,1,28000000000,104000000000,76.0
SimcoeTauntonJunction,veh_1041,straight,1,899000000000,1763000000000,864.0
SimcoeTauntonJunction,veh_1042,straight,1,518000000000,610000000000,92.0
SimcoeTauntonJunction,veh_1046,straight,1,2756000000000,2817000000000,61.0
SimcoeTauntonJunction,veh_105,straight,1,30000000000,74000000000,44.0
SimcoeTauntonJunction,veh_1053,straight,1,587000000000,1645000000000,1058.0
SimcoeTauntonJunction,veh_1055,right,1,568000000000,1004000000000,436.0
SimcoeTauntonJunction,veh_1057,straight,1,570000000000,1690000000000,1120.0
SimcoeTauntonJunction,veh_1062,right,1,254000000000,708000000000,454.0
SimcoeTauntonJunction,veh_1063,right,1,255000000000,711000000000,456.0
SimcoeTauntonJunction,veh_1064,left,1,258000000000,856000000000,598.0
SimcoeTauntonJunction,veh_1065,straight,1,260000000000,872000000000,612.0
SimcoeTauntonJunction,veh_1068,straight,1,655000000000,758000000000,103.0
SimcoeTauntonJunction,veh_1073,straight,1,906000000000,1772000000000,866.0
SimcoeTauntonJunction,veh_1074,straight,1,527000000000,612000000000,85.0
SimcoeTauntonJunction,veh_108,straight,1,160000000000,224000000000,64.0
SimcoeTauntonJunction,veh_1082,left,1,643000000000,772000000000,129.0
SimcoeTauntonJunction,veh_1085,straight,1,650000000000,1692000000000,1042.0
SimcoeTauntonJunction,veh_1087,right,1,595000000000,1645000000000,1050.0
SimcoeTauntonJunction,veh_1089,straight,1,597000000000,1653000000000,1056.0
SimcoeTauntonJunction,veh_1094,right,1,261000000000,717000000000,456.0
SimcoeTauntonJunction,veh_1096,left,1,264000000000,862000000000,598.0
SimcoeTauntonJunction,veh_1097,straight,1,265000000000,873000000000,608.0
SimcoeTauntonJunction,veh_11,straight,1,153000000000,214000000000,61.0
SimcoeTauntonJunction,veh_1100,straight,1,663000000000,756000000000,93.0
SimcoeTauntonJunction,veh_1105,straight,1,907000000000,1761000000000,854.0
SimcoeTauntonJunction,veh_1106,straight,1,536000000000,620000000000,84.0
SimcoeTauntonJunction,veh_1110,straight,1,1323000000000,2606000000000,1283.0
SimcoeTauntonJunction,veh_1114,left,1,652000000000,775000000000,123.0
SimcoeTauntonJunction,veh_1117,straight,1,695000000000,1833000000000,1138.0
SimcoeTauntonJunction,veh_1119,right,1,604000000000,1654000000000,1050.0
SimcoeTauntonJunction,veh_1121,straight,1,607000000000,1708000000000,1101.0
SimcoeTauntonJunction,veh_1128,left,1,270000000000,864000000000,594.0
SimcoeTauntonJunction,veh_1129,straight,1,271000000000,881000000000,610.0
SimcoeTauntonJunction,veh_113,straight,1,201000000000,287000000000,86.0
SimcoeTauntonJunction,veh_1132,straight,1,665000000000,800000000000,135.0
SimcoeTauntonJunction,veh_1137,straight,1,978000000000,1879000000000,901.0
SimcoeTauntonJunction,veh_1138,straight,1,548000000000,628000000000,80.0
SimcoeTauntonJunction,veh_114,straight,1,136000000000,199000000000,63.0
SimcoeTauntonJunction,veh_1142,straight,1,1332000000000,2597000000000,1265.0
SimcoeTauntonJunction,veh_1146,left,1,704000000000,856000000000,152.0
SimcoeTauntonJunction,veh_1149,straight,1,706000000000,1843000000000,1137.0
SimcoeTauntonJunction,veh_1151,right,1,612000000000,1660000000000,1048.0
SimcoeTauntonJunction,veh_1153,straight,1,616000000000,1711000000000,1095.0
SimcoeTauntonJunction,veh_1160,left,1,275000000000,925000000000,650.0
SimcoeTauntonJunction,veh_1161,straight,1,276000000000,882000000000,606.0
SimcoeTauntonJunction,veh_1164,straight,1,734000000000,838000000000,104.0
SimcoeTauntonJunction,veh_1169,straight,1,980000000000,1896000000000,916.0
SimcoeTauntonJunction,veh_1170,straight,1,553000000000,630000000000,77.0
SimcoeTauntonJunction,veh_1178,left,1,697000000000,854000000000,157.0
SimcoeTauntonJunction,veh_118,straight,1,234000000000,306000000000,72.0
SimcoeTauntonJunction,veh_1181,straight,1,713000000000,1709000000000,996.0
SimcoeTauntonJunction,veh_1183,right,1,622000000000,1664000000000,1042.0
SimcoeTauntonJunction,veh_1185,straight,1,625000000000,1717000000000,1092.0
SimcoeTauntonJunction,veh_1192,left,1,281000000000,927000000000,646.0
SimcoeTauntonJunction,veh_1193,straight,1,282000000000,944000000000,662.0
SimcoeTauntonJunction,veh_1196,straight,1,737000000000,846000000000,109.0
SimcoeTauntonJunction,veh_1201,straight,1,987000000000,1933000000000,946.0
SimcoeTauntonJunction,veh_1202,straight,1,635000000000,746000000000,111.0
SimcoeTauntonJunction,veh_1206,straight,1,1339000000000,1936000000000,597.0
SimcoeTauntonJunction,veh_1210,left,1,749000000000,866000000000,117.0
SimcoeTauntonJunction,veh_1213,straight,1,717000000000,1842000000000,1125.0
SimcoeTauntonJunction,veh_1215,right,1,631000000000,1689000000000,1058.0
SimcoeTauntonJunction,veh_1217,straight,1,634000000000,1744000000000,1110.0
SimcoeTauntonJunction,veh_1224,left,1,288000000000,934000000000,646.0
SimcoeTauntonJunction,veh_1228,straight,1,744000000000,848000000000,104.0
SimcoeTauntonJunction,veh_1230,right,1,988000000000,1886000000000,898.0
SimcoeTauntonJunction,veh_1233,straight,1,1095000000000,2160000000000,1065.0
SimcoeTauntonJunction,veh_1234,straight,1,571000000000,674000000000,103.0
SimcoeTauntonJunction,veh_1242,left,1,760000000000,927000000000,167.0
SimcoeTauntonJunction,veh_1245,straight,1,751000000000,1869000000000,1118.0
SimcoeTauntonJunction,veh_1247,right,1,676000000000,1696000000000,1020.0
SimcoeTauntonJunction,veh_1249,straight,1,678000000000,1756000000000,1078.0
SimcoeTauntonJunction,veh_125,straight,1,94000000000,161000000000,67.0
SimcoeTauntonJunction,veh_1256,left,1,320000000000,936000000000,616.0
SimcoeTauntonJunction,veh_1260,straight,1,746000000000,845000000000,99.0
SimcoeTauntonJunction,veh_1262,right,1,1097000000000,2155000000000,1058.0
SimcoeTauntonJunction,veh_1265,straight,1,1104000000000,2295000000000,1191.0
SimcoeTauntonJunction,veh_1266,straight,1,616000000000,740000000000,124.0
SimcoeTauntonJunction,veh_127,right,1,131000000000,188000000000,57.0
SimcoeTauntonJunction,veh_1274,left,1,776000000000,936000000000,160.0
SimcoeTauntonJunction,veh_1277,straight,1,778000000000,1873000000000,1095.0
SimcoeTauntonJunction,veh_1279,right,1,685000000000,1700000000000,1015.0
SimcoeTauntonJunction,veh_1281,straight,1,688000000000,1790000000000,1102.0
SimcoeTauntonJunction,veh_1288,left,1,331000000000,1617000000000,1286.0
SimcoeTauntonJunction,veh_129,straight,1,133000000000,341000000000,208.0
SimcoeTauntonJunction,veh_1292,straight,1,789000000000,902000000000,113.0
SimcoeTauntonJunction,veh_1294,right,1,1106000000000,2174000000000,1068.0
SimcoeTauntonJunction,veh_1297,straight,1,1113000000000,2312000000000,1199.0
SimcoeTauntonJunction,veh_1298,straight,1,637000000000,748000000000,111.0
SimcoeTauntonJunction,veh_1302,straight,1,2759000000000,2819000000000,60.0
SimcoeTauntonJunction,veh_1306,left,1,758000000000,926000000000,168.0
SimcoeTauntonJunction,veh_1309,straight,1,695000000000,1707000000000,1012.0
SimcoeTauntonJunction,veh_1311,right,1,721000000000,1716000000000,995.0
SimcoeTauntonJunction,veh_1313,straight,1,724000000000,1852000000000,1128.0
SimcoeTauntonJunction,veh_1320,left,1,384000000000,1620000000000,1236.0
SimcoeTauntonJunction,veh_1324,straight,1,791000000000,981000000000,190.0
SimcoeTauntonJunction,veh_1326,right,1,1114000000000,2183000000000,1069.0
SimcoeTauntonJunction,veh_1329,straight,1,1140000000000,2356000000000,1216.0
SimcoeTauntonJunction,veh_1330,straight,1,646000000000,756000000000,110.0
SimcoeTauntonJunction,veh_1338,left,1,787000000000,1618000000000,831.0
SimcoeTauntonJunction,veh_134,right,1,33000000000,89000000000,56.0
SimcoeTauntonJunction,veh_1341,straight,1,785000000000,1989000000000,1204.0
SimcoeTauntonJunction,veh_1343,right,1,730000000000,1718000000000,988.0
SimcoeTauntonJunction,veh_1345,straight,1,732000000000,1744000000000,1012.0
SimcoeTauntonJunction,veh_135,right,1,35000000000,153000000000,118.0
SimcoeTauntonJunction,veh_1350,straight,1,388000000000,1638000000000,1250.0
SimcoeTauntonJunction,veh_1352,left,1,393000000000,1627000000000,1234.0
SimcoeTauntonJunction,veh_1353,straight,1,394000000000,1646000000000,1252.0
SimcoeTauntonJunction,veh_1356,straight,1,798000000000,979000000000,181.0
SimcoeTauntonJunction,veh_1358,right,1,1142000000000,2219000000000,1077.0
SimcoeTauntonJunction,veh_136,left,1,38000000000,106000000000,68.0
SimcoeTauntonJunction,veh_1361,straight,1,1149000000000,2303000000000,1154.0
SimcoeTauntonJunction,veh_1362,straight,1,769000000000,892000000000,123.0
SimcoeTauntonJunction,veh_137,straight,1,40000000000,154000000000,114.0
SimcoeTauntonJunction,veh_1370,left,1,821000000000,1620000000000,799.0
SimcoeTauntonJunction,veh_1373,straight,1,760000000000,1988000000000,1228.0
SimcoeTauntonJunction,veh_1375,right,1,739000000000,1745000000000,1006.0
SimcoeTauntonJunction,veh_1377,straight,1,742000000000,1863000000000,1121.0
SimcoeTauntonJunction,veh_1382,straight,1,396000000000,1648000000000,1252.0
SimcoeTauntonJunction,veh_1384,left,1,400000000000,1630000000000,1230.0
SimcoeTauntonJunction,veh_1385,straight,1,401000000000,1653000000000,1252.0
SimcoeTauntonJunction,veh_1388,straight,1,800000000000,983000000000,183.0
SimcoeTauntonJunction,veh_1390,right,1,1150000000000,2222000000000,1072.0
SimcoeTauntonJunction,veh_1393,straight,1,1157000000000,2341000000000,1184.0
SimcoeTauntonJunction,veh_1394,straight,1,854000000000,990000000000,136.0
SimcoeTauntonJunction,veh_140,straight,1,161000000000,221000000000,60.0
SimcoeTauntonJunction,veh_1402,left,1,767000000000,934000000000,167.0
SimcoeTauntonJunction,veh_1405,straight,1,769000000000,1990000000000,1221.0
SimcoeTauntonJunction,veh_1407,right,1,811000000000,1795000000000,984.0
SimcoeTauntonJunction,veh_1409,straight,1,814000000000,1799000000000,985.0
SimcoeTauntonJunction,veh_1414,straight,1,402000000000,1656000000000,1254.0
SimcoeTauntonJunction,veh_1416,left,1,406000000000,1672000000000,1266.0
SimcoeTauntonJunction,veh_1417,straight,1,407000000000,1663000000000,1256.0
SimcoeTauntonJunction,veh_1420,straight,1,879000000000,995000000000,116.0
SimcoeTauntonJunction,veh_1422,right,1,1160000000000,2318000000000,1158.0
SimcoeTauntonJunction,veh_1425,straight,1,1185000000000,2439000000000,1254.0
SimcoeTauntonJunction,veh_1426,straight,1,841000000000,988000000000,147.0
SimcoeTauntonJunction,veh_1434,left,1,822000000000,1627000000000,805.0
SimcoeTauntonJunction,veh_1437,straight,1,830000000000,1845000000000,1015.0
SimcoeTauntonJunction,veh_1439,right,1,838000000000,1853000000000,1015.0
SimcoeTauntonJunction,veh_1441,straight,1,841000000000,2069000000000,1228.0
SimcoeTauntonJunction,veh_1446,straight,1,408000000000,1664000000000,1256.0
SimcoeTauntonJunction,veh_1448,left,1,411000000000,1675000000000,1264.0
SimcoeTauntonJunction,veh_145,straight,1,203000000000,288000000000,85.0
SimcoeTauntonJunction,veh_1452,straight,1,881000000000,998000000000,117.0
SimcoeTauntonJunction,veh_1454,right,1,1187000000000,2344000000000,1157.0
SimcoeTauntonJunction,veh_1457,straight,1,1193000000000,2374000000000,1181.0
SimcoeTauntonJunction,veh_1458,straight,1,689000000000,810000000000,121.0
SimcoeTauntonJunction,veh_146,straight,1,286000000000,404000000000,118.0
SimcoeTauntonJunction,veh_1466,left,1,715000000000,862000000000,147.0
SimcoeTauntonJunction,veh_1469,straight,1,920000000000,2069000000000,1149.0
SimcoeTauntonJunction,veh_1471,right,1,847000000000,1859000000000,1012.0
SimcoeTauntonJunction,veh_1473,straight,1,850000000000,2060000000000,1210.0
SimcoeTauntonJunction,veh_1478,straight,1,417000000000,1693000000000,1276.0
SimcoeTauntonJunction,veh_1480,left,1,419000000000,1681000000000,1262.0
SimcoeTauntonJunction,veh_1481,straight,1,420000000000,1700000000000,1280.0
SimcoeTauntonJunction,veh_1484,straight,1,887000000000,998000000000,111.0
SimcoeTauntonJunction,veh_1486,right,1,1196000000000,2353000000000,1157.0
SimcoeTauntonJunction,veh_1489,straight,1,1202000000000,2457000000000,1255.0
SimcoeTauntonJunction,veh_1490,straight,1,751000000000,846000000000,95.0
SimcoeTauntonJunction,veh_1498,left,1,922000000000,1629000000000,707.0
SimcoeTauntonJunction,veh_150,straight,1,238000000000,308000000000,70.0
SimcoeTauntonJunction,veh_1501,straight,1,758000000000,1754000000000,996.0
SimcoeTauntonJunction,veh_1503,right,1,856000000000,1862000000000,1006.0
SimcoeTauntonJunction,veh_1505,straight,1,859000000000,2058000000000,1199.0
SimcoeTauntonJunction,veh_1510,straight,1,421000000000,1701000000000,1280.0
SimcoeTauntonJunction,veh_1512,left,1,425000000000,1683000000000,1258.0
SimcoeTauntonJunction,veh_1513,straight,1,427000000000,1709000000000,1282.0
SimcoeTauntonJunction,veh_1516,straight,1,890000000000,1762000000000,872.0
SimcoeTauntonJunction,veh_1518,right,1,1205000000000,2374000000000,1169.0
SimcoeTauntonJunction,veh_1521,straight,1,1212000000000,2564000000000,1352.0
SimcoeTauntonJunction,veh_1522,straight,1,760000000000,890000000000,130.0
SimcoeTauntonJunction,veh_1533,straight,1,769000000000,1790000000000,1021.0
SimcoeTauntonJunction,veh_1535,right,1,865000000000,1869000000000,1004.0
SimcoeTauntonJunction,veh_1537,straight,1,867000000000,2103000000000,1236.0
SimcoeTauntonJunction,veh_1542,straight,1,428000000000,1710000000000,1282.0
SimcoeTauntonJunction,veh_1544,left,1,432000000000,1726000000000,1294.0
SimcoeTauntonJunction,veh_1545,straight,1,433000000000,1717000000000,1284.0
SimcoeTauntonJunction,veh_1548,straight,1,959000000000,1879000000000,920.0
SimcoeTauntonJunction,veh_1550,right,1,1214000000000,2443000000000,1229.0
SimcoeTauntonJunction,veh_1553,straight,1,1223000000000,2591000000000,1368.0
SimcoeTauntonJunction,veh_1554,straight,1,2775000000000,2834000000000,59.0
SimcoeTauntonJunction,veh_1565,straight,1,778000000000,1792000000000,1014.0
SimcoeTauntonJunction,veh_1567,right,1,874000000000,1984000000000,1110.0
SimcoeTauntonJunction,veh_1569,straight,1,877000000000,2107000000000,1230.0
SimcoeTauntonJunction,veh_157,straight,1,96000000000,163000000000,67.0
SimcoeTauntonJunction,veh_1574,straight,1,434000000000,1720000000000,1286.0
SimcoeTauntonJunction,veh_1576,left,1,439000000000,1727000000000,1288.0
SimcoeTauntonJunction,veh_1577,straight,1,440000000000,1744000000000,1304.0
SimcoeTauntonJunction,veh_1580,straight,1,962000000000,1881000000000,919.0
SimcoeTauntonJunction,veh_1582,right,1,1221000000000,2560000000000,1339.0
SimcoeTauntonJunction,veh_1585,straight,1,1230000000000,2592000000000,1362.0
SimcoeTauntonJunction,veh_1586,straight,1,682000000000,802000000000,120.0
SimcoeTauntonJunction,veh_159,right,1,136000000000,342000000000,206.0
SimcoeTauntonJunction,veh_1597,straight,1,832000000000,2062000000000,1230.0
SimcoeTauntonJunction,veh_1599,right,1,964000000000,2005000000000,1041.0
SimcoeTauntonJunction,veh_16,straight,1,57000000000,128000000000,71.0
SimcoeTauntonJunction,veh_1601,straight,1,966000000000,2203000000000,1237.0
SimcoeTauntonJunction,veh_1606,straight,1,442000000000,1746000000000,1304.0
SimcoeTauntonJunction,veh_1608,left,1,484000000000,1734000000000,1250.0
SimcoeTauntonJunction,veh_161,straight,1,138000000000,342000000000,204.0
SimcoeTauntonJunction,veh_1612,straight,1,1080000000000,2187000000000,1107.0
SimcoeTauntonJunction,veh_1614,right,1,1232000000000,2575000000000,1343.0
SimcoeTauntonJunction,veh_1617,straight,1,1285000000000,1889000000000,604.0
SimcoeTauntonJunction,veh_1618,straight,1,2786000000000,2846000000000,60.0
SimcoeTauntonJunction,veh_1629,straight,1,823000000000,1835000000000,1012.0
SimcoeTauntonJunction,veh_1631,right,1,973000000000,2030000000000,1057.0
SimcoeTauntonJunction,veh_1633,straight,1,975000000000,2035000000000,1060.0
SimcoeTauntonJunction,veh_1640,left,1,495000000000,1737000000000,1242.0
SimcoeTauntonJunction,veh_1641,straight,1,498000000000,1790000000000,1292.0
SimcoeTauntonJunction,veh_1642,right,1,969000000000,1813000000000,844.0
SimcoeTauntonJunction,veh_1644,straight,1,971000000000,1891000000000,920.0
SimcoeTauntonJunction,veh_1646,right,1,1287000000000,2590000000000,1303.0
SimcoeTauntonJunction,veh_1649,straight,1,1295000000000,2312000000000,1017.0
SimcoeTauntonJunction,veh_1650,straight,1,763000000000,891000000000,128.0
SimcoeTauntonJunction,veh_166,right,1,43000000000,155000000000,112.0
SimcoeTauntonJunction,veh_1661,straight,1,821000000000,2032000000000,1211.0
SimcoeTauntonJunction,veh_1663,right,1,982000000000,2040000000000,1058.0
SimcoeTauntonJunction,veh_1665,straight,1,985000000000,2050000000000,1065.0
SimcoeTauntonJunction,veh_167,right,1,46000000000,158000000000,112.0
SimcoeTauntonJunction,veh_1670,straight,1,499000000000,1791000000000,1292.0
SimcoeTauntonJunction,veh_1672,left,1,503000000000,1807000000000,1304.0
SimcoeTauntonJunction,veh_1673,straight,1,504000000000,1798000000000,1294.0
SimcoeTauntonJunction,veh_1674,right,1,1043000000000,1943000000000,900.0
SimcoeTauntonJunction,veh_1676,straight,1,1013000000000,1952000000000,939.0
SimcoeTauntonJunction,veh_1678,right,1,1296000000000,2594000000000,1298.0
SimcoeTauntonJunction,veh_168,left,1,49000000000,113000000000,64.0
SimcoeTauntonJunction,veh_1681,straight,1,1304000000000,2603000000000,1299.0
SimcoeTauntonJunction,veh_169,straight,1,52000000000,156000000000,104.0
SimcoeTauntonJunction,veh_1693,straight,1,931000000000,1997000000000,1066.0
SimcoeTauntonJunction,veh_1695,right,1,991000000000,2051000000000,1060.0
SimcoeTauntonJunction,veh_1697,straight,1,993000000000,2071000000000,1078.0
SimcoeTauntonJunction,veh_1702,straight,1,505000000000,1655000000000,1150.0
SimcoeTauntonJunction,veh_1704,left,1,509000000000,1809000000000,1300.0
SimcoeTauntonJunction,veh_1705,straight,1,510000000000,1800000000000,1290.0
SimcoeTauntonJunction,veh_1706,right,1,1016000000000,1904000000000,888.0
SimcoeTauntonJunction,veh_1708,straight,1,1022000000000,2014000000000,992.0
SimcoeTauntonJunction,veh_1710,right,1,1202000000000,2366000000000,1164.0
SimcoeTauntonJunction,veh_1713,straight,1,1306000000000,1899000000000,593.0
SimcoeTauntonJunction,veh_172,straight,1,164000000000,224000000000,60.0
SimcoeTauntonJunction,veh_1725,straight,1,929000000000,2112000000000,1183.0
SimcoeTauntonJunction,veh_1727,right,1,1036000000000,2074000000000,1038.0
SimcoeTauntonJunction,veh_1729,straight,1,1039000000000,2205000000000,1166.0
SimcoeTauntonJunction,veh_1734,straight,1,511000000000,1653000000000,1142.0
SimcoeTauntonJunction,veh_1736,left,1,513000000000,1815000000000,1302.0
SimcoeTauntonJunction,veh_1737,straight,1,514000000000,1834000000000,1320.0
SimcoeTauntonJunction,veh_1738,right,1,1025000000000,1907000000000,882.0
SimcoeTauntonJunction,veh_1740,straight,1,1032000000000,2024000000000,992.0
SimcoeTauntonJunction,veh_1742,right,1,980000000000,1880000000000,900.0
SimcoeTauntonJunction,veh_1745,straight,1,1205000000000,2437000000000,1232.0
SimcoeTauntonJunction,veh_1746,straight,1,844000000000,989000000000,145.0
SimcoeTauntonJunction,veh_1749,right,1,808000000000,983000000000,175.0
SimcoeTauntonJunction,veh_1757,straight,1,1100000000000,1746000000000,646.0
SimcoeTauntonJunction,veh_1759,right,1,1045000000000,2078000000000,1033.0
SimcoeTauntonJunction,veh_1761,straight,1,1049000000000,2213000000000,1164.0
SimcoeTauntonJunction,veh_1768,left,1,518000000000,1818000000000,1300.0
SimcoeTauntonJunction,veh_177,straight,1,205000000000,289000000000,84.0
SimcoeTauntonJunction,veh_1770,right,1,1034000000000,1939000000000,905.0
